id,loss
4,1341.123165123328
6,1579.255794342155
9,11966.21844079184
12,4422.455947389376
15,770.2950594958611
17,1990.002237345063
21,1794.731966258816
28,938.3396621196274
32,1961.2188372792664
43,2666.7399446348086
46,2572.9953198263997
50,1301.259834603802
54,1467.060557070383
62,2228.4288515545413
70,1975.3687983711907
71,6099.560629870324
75,2028.839086583498
77,2116.640085234779
81,2292.0160374305515
83,2309.912962192383
87,1910.5086005159692
97,1633.7336648346936
103,1577.3641856767285
119,1157.636253301425
120,1359.951261478828
127,1388.8813814548976
138,4376.60777564947
141,2582.5468665934004
148,1219.5488260816505
150,2114.846743111074
151,1951.9835099869167
158,1707.3352890002632
160,6963.693416049748
165,2511.399472111804
168,3331.375190080346
169,3228.0605994170564
177,2472.6751912672044
178,3084.3611658322407
184,1633.7068917613904
194,8593.980073466295
198,1584.570015810673
203,4110.2631656086105
211,2032.5801199006776
217,1151.4970210049357
219,1253.5047390145744
221,3369.065746941845
227,1801.8975709317938
230,1133.3905277147353
235,1760.0247285152702
240,1097.0023902812904
243,2885.8776428265346
249,5166.708105205679
253,2084.199336448058
258,1315.4663224220628
261,1547.4815689433003
263,3045.914356378089
264,3669.5423443751483
265,5178.147007278225
268,1532.24920973164
271,1310.7991020412442
274,5248.82986339968
275,753.030087878444
279,1899.8392888387714
282,1317.7022497948237
286,2135.3054210121027
288,1404.590198781872
294,3452.041824194966
296,1078.8441938596327
297,1556.077828985645
300,779.8185969903374
303,7781.017191515727
314,1190.8528689536347
315,4948.917557883612
321,2110.7921877385465
323,3383.1112683795113
330,3986.214848281471
341,1596.4315380709033
342,3926.032859026831
352,1748.8108518940812
353,3145.651393792023
360,6195.359512120923
361,1620.2309827540994
362,2933.000253874178
366,1033.0103084952652
372,2988.781623758098
376,2906.7179765980054
377,2325.789034671931
379,1248.1363711270044
380,3878.4749298438087
387,1451.13888296347
392,1532.1613619212017
394,9522.940008159718
395,1693.0445480029232
397,1367.6695180682693
407,3871.2213706311686
411,5985.2373374508625
416,2772.6727451685965
417,1828.504030808094
419,3152.089779324327
428,4896.381086752668
431,1615.208513384801
436,4798.57789505801
438,1277.6736691150656
445,5901.416992210522
446,5686.099935110762
455,1393.4881371592326
456,1104.7348129152795
461,874.6097008345653
463,1560.819672153582
464,3015.646940094698
466,1848.32347858375
467,1875.5853784086767
470,1405.339954633807
475,1287.746023508701
482,3289.884360222897
490,2667.517562555982
496,1697.2778825743303
497,4564.900804768054
508,2582.7505439025313
510,1996.247271267262
512,2850.4451251690734
513,2160.9814957084004
523,1820.6594206341656
531,4321.316294032801
532,2533.025571395889
533,1422.4017293770687
537,1150.0179045027453
544,4181.714728633738
547,2151.7976891515113
556,7021.3248224059425
565,1402.428971843223
566,1424.3217604160477
571,1407.350066643686
573,1513.0423101733152
574,1082.700326131255
581,2207.908205991001
585,1839.6845477955644
589,1824.0439880007505
597,1494.961085972022
601,2595.376542009734
602,1683.287206768767
613,2040.7700800320267
616,1367.2871656995108
619,1588.630077971061
622,2007.0894540416157
623,1865.0864990319533
629,1686.534844821766
634,1553.206094321572
638,775.506113905396
642,1187.509577479796
643,2022.214840624783
645,1149.1280195110332
648,5512.417794924343
652,1817.8633695798896
664,990.9748895727862
666,1903.0115219972724
672,1029.030726653055
676,2134.048965663956
678,3643.306604465588
682,1743.4812819296822
686,2423.6793981100145
688,1965.4237361033609
689,1568.4480793656335
690,2027.9088173746147
692,8252.344449192768
695,1693.6438588490391
697,3777.074639657363
698,1355.124325817669
706,1975.0119590592515
708,1713.885789177278
712,3241.6335044992074
715,3395.2963386447946
717,1294.0401093247642
725,2591.7343623477273
729,1252.4415914126132
737,1210.0759049843891
739,4334.0823445794485
747,3477.4906527475855
753,2417.9522144201565
758,2380.0366465303937
759,2284.309660697037
763,1124.370148059926
773,3478.2413013696932
774,1790.4854956371641
776,1470.8963237363903
788,4263.7484646176335
790,2450.9823362623206
794,1664.8215604616169
801,2766.184797167905
802,1816.899575624544
805,1598.967610381985
809,4742.118585563791
812,1494.4200280574232
825,2015.4683209845664
828,1698.4362216203879
830,1803.4697579767483
833,1006.0548990793128
850,4531.356218195596
852,5156.875906343416
862,1394.6025652770097
863,1777.9927364583573
864,1443.7935733727336
865,2704.9027479186243
868,4713.882523421412
872,1590.9655290056396
879,4499.373181267917
880,1623.483324163119
883,1433.9093440265726
886,1627.6189454819657
923,1259.951478062495
924,1380.18195620963
932,1250.5114960435415
945,5280.74014480751
947,6224.899780210461
948,1811.443275044036
955,2596.4326269926432
963,4258.371727526083
979,1348.163678121233
989,1721.9980111540954
994,2507.63662923631
995,2119.262467568129
998,1214.6479370501206
1000,3978.551805191457
1018,2124.420933722065
1019,2157.249056692679
1028,1750.2406227575104
1034,1184.5060742021565
1038,1552.4910742395905
1040,1517.2287544802045
1042,1375.74727699244
1057,6988.631270236537
1058,1789.1422550814705
1063,1324.4090517183615
1066,3634.8026925988515
1071,4389.107646469674
1073,3162.5287113668824
1074,2400.0182622734974
1077,2614.932091719925
1080,14801.244425008195
1088,974.8870925938718
1096,1078.6581185803436
1097,8932.05033105032
1105,3475.265316230284
1115,1462.998461118396
1116,2112.120526335258
1122,1823.9920628094703
1130,3326.692427441102
1133,1040.6195309419702
1137,2205.778726329385
1140,1460.5767035021204
1143,8401.17817847133
1149,6374.021709876541
1150,1113.1907452645953
1153,1270.6315581039196
1157,1233.2010143229465
1180,780.3993950591473
1183,1250.1162277236945
1188,1738.7697999435081
1193,1260.5136179567141
1200,726.6179357450723
1209,2679.3839909544376
1214,1739.4785391552182
1219,2389.224664858262
1223,4508.845252135699
1227,1120.3254599494542
1228,1205.9312067949372
1229,4029.0883133103316
1233,1298.926176232709
1238,3562.501928110522
1239,1399.2920976979947
1241,3140.7182699080254
1243,1870.4934743498538
1244,1428.7974699853446
1245,3445.753912223911
1277,3616.7551342067068
1279,3598.9248803052856
1292,8239.179138926473
1293,1465.3575115216054
1299,8179.280300294621
1304,2400.548054279099
1313,3605.159597306851
1328,2150.4342202809216
1330,1228.7967009138565
1334,1321.7959312344149
1335,1783.8206204970038
1336,3423.7552326526425
1341,1155.9676666106516
1344,1424.3013694517444
1351,1620.8101213122688
1352,1886.1053893173228
1354,1838.270249190226
1368,4519.332631618221
1373,1656.471213698304
1375,764.5133962641838
1381,2295.1563408929765
1384,2286.894686439142
1385,3070.0727064343755
1388,5974.05763771309
1401,4125.083610175549
1402,2514.498968865551
1404,1338.0073566967872
1406,1413.2485169507136
1409,1120.0382230921673
1422,1452.2805813737828
1429,3170.501638671415
1433,5857.913979933727
1438,1192.386394271426
1444,1537.0549212702986
1446,1183.2790157905774
1450,1245.9930712963985
1451,782.9767847661413
1454,1550.7247970654023
1458,2325.5232124696195
1461,2958.1399277784576
1464,5528.24469918037
1465,1367.7262084157005
1478,1825.3981984357154
1479,1392.6662604695425
1480,2102.682451963098
1484,1967.038498077776
1486,1042.5885994671448
1488,956.9519401728365
1489,2651.165302428884
